,composite_conflict_score
18587,14.0
18588,10.0
18589,-1.0
18590,-9.0
18591,-0.75
18592,9.0
18593,-2.0
18594,9.0
18595,6.0
18596,10.0
18597,6.0
18598,12.0
18599,11.0
18600,14.0
18601,8.0
18602,-15.0
18603,-3.0
18604,7.0
18605,-3.0
18606,9.0
18607,3.0
18608,-8.0
18609,12.0
18610,5.0
18611,8.0
18612,-13.5
18613,-1.0
18614,-19.5
18615,16.0
18616,2.0
18617,11.0
18618,3.0
18619,7.75
18620,8.0
18621,16.0
18622,-4.0
18623,0.0
18624,4.0
18625,2.0
18626,6.0
18627,3.75
18628,12.0
18629,16.0
18630,7.0
18631,13.0
18632,7.0
18633,-1.5
18634,-2.0
18635,13.0
18636,-2.0
18637,8.0
18638,6.5
18639,5.0
18640,17.0
18641,7.5
18642,2.0
18643,2.0
18644,0.5
18645,-7.0
18646,11.0
18647,10.0
18648,-4.75
18649,9.0
18650,13.0
18651,-18.0
18652,0.0
18653,2.5
18654,-5.0
18655,14.0
18656,1.0
18657,-7.0
18658,12.0
18659,11.0
18660,-5.5
18661,6.0
18662,11.0
18663,-4.0
18664,7.0
18665,1.0
18666,17.0
18667,2.0
18668,9.0
18669,-7.25
18670,16.0
18671,14.0
18672,0.0
18673,1.0
18674,12.0
18675,-4.0
18676,10.25
18677,2.75
18678,7.0
18679,-16.75
18680,5.0
18681,11.0
18682,17.0
18683,10.5
18684,-5.75
18685,12.0
18686,0.0
18687,-3.0
18688,9.0
18689,16.0
18690,14.0
18691,11.75
18692,-7.0
18693,13.0
18694,4.75
18695,-1.0
18696,15.0
18697,11.75
18698,10.0
18699,13.0
18700,15.0
18701,-0.5
18702,-1.0
18703,-3.25
18704,10.0
18705,4.0
18706,5.0
18707,19.0
18708,6.0
18709,10.0
18710,2.0
18711,3.25
18712,5.0
18713,-4.0
18714,15.0
18715,8.0
18716,7.0
18717,10.0
18718,5.5
18719,9.0
18720,-4.0
18721,0.0
18722,-1.0
18723,3.0
18724,9.25
18725,-1.0
18726,14.0
18727,13.0
18728,15.0
18729,8.0
18730,19.0
18731,13.0
18732,4.0
18733,-4.5
18734,8.0
18735,10.0
18736,5.0
18737,9.0
18738,-6.5
18739,11.0
18740,4.75
18741,10.75
18742,14.0
18743,-9.25
18744,9.0
18745,16.0
18746,19.0
18747,7.0
18748,3.0
18749,7.0
18750,9.75
18751,2.0
18752,4.0
18753,7.0
18754,12.0
18755,11.0
18756,5.0
18757,14.0
18758,5.0
18759,-2.0
18760,-2.0
18761,6.0
18762,17.0
18763,0.5
18764,10.5
18765,1.0
18766,9.75
18767,9.0
18768,-9.0
18769,2.0
18770,1.0
18771,14.0
18772,11.0
18773,2.75
18774,5.0
18775,3.5
18776,5.0
18777,7.0
18778,7.0
18779,-11.0
18780,15.0
18781,8.5
18782,-11.0
18783,4.75
18784,5.0
18785,4.0
18786,17.0
18787,-2.0
18788,7.0
18789,-6.0
18790,4.0
18791,12.0
18792,1.75
18793,8.0
18794,14.75
18795,12.0
18796,12.0
18797,5.0
18798,-1.0
18799,4.0
18800,0.0
18801,7.0
18802,4.0
18803,4.0
18804,4.5
18805,0.0
18806,-3.5
18807,2.0
18808,4.0
18809,4.0
18810,-5.25
18811,14.0
18812,1.0
18813,-5.5
18814,7.0
18815,6.0
18816,0.0
18817,4.0
18818,3.0
18819,6.0
18820,2.75
18821,6.0
18822,3.0
18823,3.0
18824,-3.0
18825,-5.25
18826,7.0
18827,6.0
18828,1.0
18829,-1.0
18830,-4.0
18831,9.0
18832,-5.25
18833,4.5
18834,2.75
18835,5.0
18836,11.0
18837,8.0
18838,-1.0
18839,5.75
18840,5.0
18841,9.5
18842,3.0
18843,0.0
18844,-3.0
18845,10.0
18846,10.0
18847,-1.0
18848,11.0
18849,8.75
18850,9.0
18851,-4.0
18852,10.0
18853,5.0
18854,1.0
18855,8.0
18856,3.0
18857,10.0
18858,14.0
18859,-20.0
18860,6.0
18861,12.75
18862,8.0
18863,5.0
18864,7.0
18865,14.0
18866,7.0
18867,11.0
18868,13.0
18869,13.0
18870,2.0
18871,18.0
18872,5.0
18873,13.0
18874,-7.0
18875,14.0
18876,13.0
18877,-12.0
18878,4.0
18879,5.0
18880,11.25
18881,13.0
18882,2.0
18883,8.0
18884,10.0
18885,15.0
18886,8.0
18887,7.0
18888,1.0
18889,-11.0
18890,2.0
18891,10.0
18892,13.0
18893,17.0
18894,-4.0
18895,-1.0
18896,9.0
18897,12.0
18898,4.0
18899,8.0
18900,7.0
18901,5.0
18902,7.0
18903,11.0
18904,0.0
18905,18.75
18906,18.0
18907,8.0
18908,10.75
18909,9.75
18910,10.0
18911,12.0
18912,10.75
18913,9.0
18914,0.0
18915,0.0
18916,15.0
18917,13.0
18918,4.0
18919,5.0
18920,7.0
18921,5.0
18922,1.0
18923,-4.0
18924,2.0
18925,-4.0
18926,-5.0
18927,7.0
18928,7.0
18929,1.0
18930,-0.25
18931,13.0
18932,7.0
18933,8.0
18934,9.0
18935,12.0
18936,3.0
18937,10.0
18938,16.0
18939,13.0
18940,10.0
18941,-4.0
18942,12.75
18943,10.75
18944,6.0
18945,5.0
18946,15.75
18947,-16.5
18948,6.0
18949,11.0
18950,11.25
18951,6.0
18952,2.0
18953,4.0
18954,9.0
18955,18.0
18956,-4.0
18957,6.75
18958,3.0
18959,7.0
18960,-1.25
18961,5.0
18962,13.0
18963,4.0
18964,1.75
18965,6.0
18966,7.0
18967,5.0
18968,9.0
18969,12.0
18970,12.0
18971,2.0
18972,1.0
18973,1.0
18974,13.0
18975,14.0
18976,12.0
18977,2.0
18978,6.0
18979,4.75
18980,7.0
18981,11.0
18982,-5.0
18983,5.0
18984,15.0
18985,4.0
18986,6.0
18987,-10.0
18988,10.0
18989,-4.0
18990,1.0
18991,6.0
18992,14.0
18993,2.0
18994,5.0
18995,-2.0
18996,15.0
18997,6.0
18998,5.0
18999,9.0
19000,-7.0
19001,9.0
19002,11.0
19003,1.0
19004,9.0
19005,9.75
19006,-8.5
19007,2.0
19008,9.0
19009,4.0
19010,7.0
19011,16.0
19012,11.0
19013,11.0
19014,1.0
19015,8.0
19016,1.0
19017,14.0
19018,-1.25
19019,10.0
19020,9.0
19021,0.0
19022,3.0
19023,3.75
19024,-7.0
19025,-7.0
19026,6.75
19027,14.0
19028,13.0
19029,-3.25
19030,16.0
19031,-5.0
19032,0.75
19033,2.75
19034,1.0
19035,9.0
19036,10.0
19037,-8.5
19038,5.0
19039,4.0
19040,0.0
19041,3.0
19042,-12.0
19043,6.0
19044,3.0
19045,0.0
19046,-5.5
19047,-2.0
19048,10.0
19049,3.0
19050,-4.0
19051,3.0
19052,15.0
19053,17.0
19054,-12.0
19055,9.0
19056,-1.0
19057,9.75
19058,10.0
19059,7.0
19060,-2.0
19061,12.0
19062,3.75
19063,8.75
19064,5.5
19065,9.0
19066,-1.25
19067,4.75
19068,-11.25
19069,19.0
19070,17.0
19071,10.0
19072,18.0
19073,7.0
19074,2.0
19075,-7.25
19076,7.0
19077,-14.5
19078,9.0
19079,4.0
19080,8.5
19081,10.0
19082,9.0
19083,10.75
19084,7.0
19085,11.0
19086,9.0
19087,1.0
19088,-10.0
19089,2.0
19090,10.0
19091,2.0
19092,7.0
19093,8.0
19094,6.0
19095,14.0
19096,5.5
19097,15.75
19098,6.0
19099,5.0
19100,3.75
19101,-8.0
19102,5.0
19103,6.5
19104,15.0
19105,9.75
19106,4.0
19107,-9.0
19108,18.0
19109,-2.25
19110,1.0
19111,14.0
19112,6.0
19113,15.0
19114,3.0
19115,0.0
19116,3.0
19117,13.0
19118,-9.25
19119,14.0
19120,-10.0
19121,16.0
19122,-5.0
19123,0.0
19124,10.0
19125,-1.25
19126,3.0
19127,18.0
19128,1.0
19129,18.0
19130,0.5
19131,4.0
19132,4.25
19133,3.0
19134,17.0
19135,9.0
19136,7.25
19137,11.75
19138,-14.0
19139,-4.0
19140,13.0
19141,10.5
19142,-4.0
19143,12.0
19144,11.75
19145,9.0
19146,16.0
19147,-2.0
19148,0.0
19149,5.75
19150,-1.0
19151,13.0
19152,-2.0
19153,-5.0
19154,0.0
19155,7.0
19156,15.0
19157,10.0
19158,4.75
19159,6.0
19160,10.0
19161,-2.0
19162,12.0
19163,8.0
19164,-3.25
19165,-15.0
19166,-4.0
19167,-0.25
19168,3.0
19169,12.0
19170,6.0
19171,16.0
19172,5.0
19173,14.0
19174,15.5
19175,-2.0
19176,5.0
19177,7.0
19178,-6.25
19179,11.0
19180,-3.0
19181,10.0
19182,3.0
19183,4.0
19184,1.25
19185,5.0
19186,12.75
19187,1.0
19188,8.0
19189,-3.0
19190,14.0
19191,16.0
19192,-6.0
19193,8.0
19194,-6.0
19195,2.0
19196,-4.0
19197,2.5
19198,18.0
19199,11.0
19200,9.0
19201,7.0
19202,6.0
19203,6.75
19204,-3.0
19205,6.0
19206,5.0
19207,4.0
19208,8.0
19209,5.0
19210,-3.0
19211,9.0
19212,1.0
19213,17.0
19214,8.5
19215,17.0
19216,0.0
19217,6.5
19218,-4.0
19219,1.0
19220,10.75
19221,18.0
19222,6.0
19223,1.0
19224,3.0
19225,-6.0
19226,15.0
19227,13.0
19228,-6.0
19229,20.0
19230,3.0
19231,-8.0
19232,8.75
19233,6.0
19234,-4.0
19235,-13.25
19236,4.5
19237,10.75
19238,-1.5
19239,13.0
19240,9.0
19241,5.0
19242,14.0
19243,1.0
19244,-6.5
19245,4.0
19246,5.0
19247,-5.0
19248,1.0
19249,17.0
19250,4.0
19251,13.0
19252,16.0
19253,5.0
19254,5.0
19255,5.75
19256,5.0
19257,1.75
19258,13.0
19259,-14.0
19260,9.75
19261,-4.0
19262,18.0
19263,13.0
19264,-21.0
19265,17.0
19266,2.0
19267,11.0
19268,2.0
19269,16.0
19270,1.0
19271,1.5
19272,3.0
19273,14.0
19274,-12.0
19275,7.0
19276,6.0
19277,8.0
19278,7.0
19279,5.0
19280,6.0
19281,16.0
19282,-9.0
19283,8.75
19284,12.75
19285,17.0
19286,5.0
19287,15.0
19288,12.0
19289,1.75
19290,9.0
19291,-0.25
19292,-10.0
19293,2.0
19294,-14.25
19295,6.75
19296,-1.0
19297,-4.75
19298,9.0
19299,-4.0
19300,10.0
19301,17.75
19302,15.0
19303,9.0
19304,14.0
19305,-4.0
19306,5.0
19307,6.0
19308,12.0
19309,-1.0
19310,14.5
19311,0.0
19312,2.25
19313,9.25
19314,5.0
19315,-13.0
19316,9.0
19317,-1.0
19318,16.0
19319,-10.0
19320,3.0
19321,8.0
19322,-15.0
19323,1.0
19324,-7.0
19325,18.0
19326,6.0
19327,7.0
19328,7.0
19329,1.0
19330,0.0
19331,-8.0
19332,3.75
19333,5.0
19334,-2.0
19335,4.0
19336,-2.0
19337,3.0
19338,4.0
19339,7.75
19340,13.0
19341,-5.25
19342,14.0
19343,0.0
19344,0.75
19345,-7.0
19346,14.0
19347,1.0
19348,-2.0
19349,-3.25
19350,1.0
19351,16.0
19352,3.0
19353,11.25
19354,5.0
19355,-8.0
19356,11.0
19357,2.25
19358,1.0
19359,0.0
19360,-4.0
19361,9.0
19362,4.0
19363,-4.0
19364,4.0
19365,15.0
19366,2.75
19367,12.0
19368,2.0
19369,9.0
19370,19.0
19371,0.0
19372,11.0
19373,12.0
19374,18.0
19375,6.0
19376,5.0
19377,-3.0
19378,14.0
19379,-9.0
19380,0.0
19381,-1.0
19382,14.0
19383,3.0
19384,8.0
19385,-4.0
19386,7.0
19387,10.0
19388,2.75
19389,4.0
19390,-4.5
19391,0.0
19392,-8.0
19393,3.75
19394,3.0
19395,2.0
19396,-1.0
19397,7.0
19398,7.5
19399,16.0
19400,8.0
19401,16.0
19402,11.0
19403,6.0
19404,-1.0
19405,10.0
19406,-6.0
19407,9.75
19408,-2.0
19409,10.0
19410,16.0
19411,-16.0
19412,11.75
19413,10.0
19414,5.0
19415,10.0
19416,14.0
19417,-9.5
19418,4.0
19419,6.0
19420,13.0
19421,7.0
19422,-2.25
19423,5.0
19424,19.0
19425,7.0
19426,7.0
19427,-15.25
19428,2.75
19429,5.0
19430,12.0
19431,8.75
19432,15.0
19433,-4.0
19434,9.0
19435,-3.0
19436,11.0
19437,-2.0
19438,11.0
19439,4.0
19440,5.75
19441,9.0
19442,13.0
19443,18.0
19444,-9.5
19445,6.0
19446,9.0
19447,12.0
19448,0.75
19449,2.75
19450,2.0
19451,12.0
19452,9.0
19453,14.0
19454,14.0
19455,8.0
19456,11.75
19457,5.0
19458,-14.0
19459,-10.75
19460,17.0
19461,10.0
19462,5.0
19463,5.0
19464,4.0
19465,6.0
19466,0.0
19467,0.0
19468,8.0
19469,5.0
19470,0.0
19471,-5.0
19472,4.0
19473,9.75
19474,14.0
19475,-8.0
19476,11.25
19477,6.0
19478,7.0
19479,14.0
19480,-5.0
19481,-11.5
19482,12.0
19483,13.0
19484,1.0
19485,13.0
19486,2.0
19487,-1.0
19488,10.0
19489,10.0
19490,3.0
19491,16.0
19492,2.75
19493,11.5
19494,14.0
19495,-5.0
19496,-8.25
19497,1.5
19498,20.0
19499,11.0
19500,6.25
19501,12.25
19502,2.0
19503,7.0
19504,12.0
19505,9.0
19506,11.5
19507,0.0
19508,13.0
19509,4.0
19510,12.0
19511,13.0
19512,-1.0
19513,12.0
19514,12.0
19515,-2.0
19516,0.0
19517,17.0
19518,3.0
19519,0.0
19520,6.5
19521,6.5
19522,11.0
19523,-1.0
19524,11.0
19525,5.0
19526,-3.0
19527,-8.0
19528,10.0
19529,1.0
19530,0.0
19531,5.0
19532,-4.0
19533,3.0
19534,12.0
19535,16.0
19536,7.0
19537,9.0
19538,1.0
19539,7.0
19540,5.0
19541,-4.25
19542,-1.0
19543,2.0
19544,-13.0
19545,21.0
19546,1.25
19547,-6.25
19548,-6.0
19549,4.0
19550,-2.75
19551,6.0
19552,-4.0
19553,3.0
19554,10.0
19555,10.5
19556,-2.0
19557,10.0
19558,18.0
19559,9.0
19560,8.5
19561,10.0
19562,17.0
19563,2.0
19564,0.0
19565,-0.25
19566,-5.0
19567,8.75
19568,14.5
19569,6.0
19570,-5.75
19571,-9.0
19572,7.0
19573,10.0
19574,-3.0
19575,6.0
19576,2.75
19577,-6.0
19578,16.0
19579,-2.0
19580,17.0
19581,-4.0
19582,8.0
19583,-13.0
19584,13.0
19585,0.0
19586,12.0
19587,9.75
19588,-1.0
19589,3.0
19590,-1.0
19591,2.75
19592,-4.25
19593,6.75
19594,0.5
19595,7.0
19596,-6.0
19597,16.0
19598,5.0
19599,12.0
19600,17.0
19601,13.0
19602,9.0
19603,10.0
19604,-1.0
19605,-5.0
19606,2.0
19607,11.0
19608,17.0
19609,15.0
19610,7.0
19611,7.0
19612,3.0
19613,19.0
19614,-2.25
19615,10.0
19616,5.0
19617,5.5
19618,5.0
19619,5.0
19620,1.0
19621,-24.75
19622,2.75
19623,-2.0
19624,-1.0
19625,-5.25
19626,5.0
19627,4.0
19628,16.0
19629,8.0
19630,7.0
19631,9.0
19632,-1.75
19633,8.75
19634,-5.0
19635,-0.25
19636,7.0
19637,0.0
19638,8.75
19639,17.0
19640,4.0
19641,10.0
19642,-4.5
19643,1.0
19644,12.0
19645,4.5
19646,-3.0
19647,0.0
19648,13.0
19649,7.0
19650,16.0
19651,17.0
19652,4.0
19653,3.0
19654,-1.0
19655,3.0
19656,0.0
19657,11.0
19658,-2.0
19659,-5.25
19660,14.0
19661,12.0
19662,-1.0
19663,3.0
19664,12.0
19665,8.5
19666,9.0
19667,15.0
19668,-0.25
19669,2.5
19670,16.0
19671,10.0
19672,3.75
19673,7.0
19674,12.75
19675,10.75
19676,2.0
19677,0.0
19678,7.0
19679,12.0
19680,10.0
19681,-14.0
19682,12.5
19683,11.75
19684,9.0
19685,6.0
19686,6.5
19687,3.0
19688,14.0
19689,3.75
19690,8.0
19691,4.0
19692,-13.75
19693,0.0
19694,-7.25
19695,-3.0
19696,4.75
19697,2.0
19698,5.0
19699,4.0
19700,1.0
19701,4.0
19702,12.0
19703,-7.0
19704,-8.25
19705,7.0
19706,13.0
19707,11.0
19708,-13.0
19709,13.0
19710,3.0
19711,0.0
19712,7.75
19713,5.0
19714,-1.0
19715,12.0
19716,12.0
19717,3.0
19718,4.0
19719,0.0
19720,11.75
19721,15.0
19722,0.0
19723,3.0
19724,-1.75
19725,1.75
19726,4.0
19727,18.0
19728,15.25
19729,3.0
19730,8.0
19731,2.0
19732,9.0
19733,2.0
19734,7.0
19735,5.0
19736,3.0
19737,0.0
19738,7.0
19739,14.0
19740,8.0
19741,-5.25
19742,4.0
19743,-9.0
19744,6.0
19745,13.0
19746,13.0
19747,8.0
19748,1.5
19749,3.0
19750,10.0
19751,0.0
19752,5.0
19753,13.0
19754,0.0
19755,9.0
19756,0.0
19757,11.0
19758,14.0
19759,18.0
19760,1.0
19761,-0.5
19762,7.0
19763,7.75
19764,13.0
19765,-5.0
19766,-5.0
19767,5.0
19768,-3.0
19769,13.75
19770,2.0
19771,-4.25
19772,14.0
19773,4.0
19774,13.0
19775,-3.0
19776,12.0
19777,4.75
19778,5.75
19779,17.0
19780,3.0
19781,9.75
19782,11.0
19783,15.0
19784,7.0
19785,-1.0
19786,10.0
19787,-3.0
19788,-1.0
19789,-2.0
19790,7.75
19791,1.0
19792,-9.0
19793,15.0
19794,13.0
19795,10.0
19796,-2.0
19797,-8.5
19798,8.0
19799,7.0
19800,9.0
19801,8.0
19802,-4.0
19803,-6.5
19804,14.0
19805,14.0
19806,3.0
19807,9.75
19808,11.0
19809,7.0
19810,17.0
19811,15.0
19812,9.0
19813,4.0
19814,6.0
19815,0.0
19816,-2.0
19817,10.0
19818,7.0
19819,0.0
19820,0.0
19821,-7.0
19822,3.0
19823,2.75
19824,1.0
19825,13.0
19826,2.0
19827,-2.25
19828,8.0
19829,7.75
19830,10.75
19831,-1.0
19832,-1.0
19833,-8.0
19834,3.0
19835,4.0
19836,-12.0
19837,8.75
19838,2.0
19839,-10.25
19840,1.0
19841,21.0
19842,-1.0
19843,11.75
19844,1.0
19845,-15.75
19846,9.0
19847,4.0
19848,-14.0
19849,17.0
19850,-2.0
19851,-4.0
19852,5.0
19853,-16.0
19854,9.0
19855,16.0
19856,1.0
19857,2.0
19858,4.0
19859,5.25
19860,-15.25
19861,-4.0
19862,0.0
19863,11.0
19864,-5.0
19865,4.0
19866,2.0
19867,6.0
19868,14.0
19869,6.0
19870,14.0
19871,-10.0
19872,1.0
19873,-5.0
19874,7.0
19875,-1.0
19876,3.0
19877,14.0
19878,2.0
19879,-5.25
19880,-9.25
19881,13.0
19882,9.0
19883,3.0
19884,0.0
19885,13.0
19886,-5.0
19887,11.0
19888,6.0
19889,9.0
19890,16.0
19891,1.75
19892,-2.0
19893,-8.25
19894,2.0
19895,-12.5
19896,15.0
19897,11.75
19898,8.0
19899,7.0
19900,-2.25
19901,10.0
19902,-2.0
19903,8.0
19904,6.0
19905,0.0
19906,-2.0
19907,10.0
19908,6.0
19909,9.75
19910,12.0
19911,-3.0
19912,1.5
19913,2.0
19914,8.75
19915,7.0
19916,2.0
19917,-2.0
19918,11.0
19919,10.75
19920,13.0
19921,9.0
19922,4.0
19923,6.0
19924,-3.0
19925,6.0
19926,4.0
19927,4.0
19928,0.0
19929,-7.0
19930,10.0
19931,7.0
19932,-3.25
19933,15.0
19934,-1.0
19935,-1.5
19936,17.0
19937,8.0
19938,15.0
19939,-6.0
19940,14.0
19941,-5.0
19942,-12.0
19943,-3.0
19944,0.0
19945,14.0
19946,8.0
19947,9.0
19948,0.0
19949,-2.0
19950,4.0
19951,2.75
19952,5.0
19953,-1.75
19954,-8.0
19955,7.0
19956,4.0
19957,-3.0
19958,2.0
19959,-3.0
19960,6.0
19961,12.0
19962,7.0
19963,2.0
19964,-1.0
19965,5.0
19966,9.0
19967,6.75
19968,14.0
19969,11.0
19970,0.0
19971,-7.0
19972,0.75
19973,9.0
19974,0.0
19975,12.0
19976,-3.0
19977,7.0
19978,9.75
19979,-4.25
19980,-5.25
19981,13.0
19982,-1.0
19983,-7.0
19984,-3.0
19985,17.0
19986,15.0
19987,2.25
19988,0.0
19989,-4.0
19990,2.0
19991,13.0
19992,-6.0
19993,8.0
19994,7.0
19995,1.0
19996,10.0
19997,-6.0
19998,2.0
19999,6.0
20000,9.0
20001,1.75
20002,1.0
20003,0.0
20004,14.0
20005,2.5
20006,-7.25
20007,7.0
20008,16.0
20009,-3.0
20010,12.0
20011,6.0
20012,-2.0
20013,-2.0
20014,3.75
20015,19.0
20016,-1.0
20017,4.75
20018,12.0
20019,7.0
20020,-2.0
20021,0.75
20022,-6.0
20023,11.0
20024,-3.0
20025,15.0
20026,2.0
20027,2.0
20028,11.0
20029,5.0
20030,-9.75
20031,15.75
20032,14.0
20033,9.0
20034,4.0
20035,4.0
20036,7.75
20037,7.0
20038,15.0
20039,4.75
20040,9.0
20041,6.0
20042,-21.75
20043,3.0
20044,0.0
20045,15.0
20046,8.0
20047,-6.0
20048,13.0
20049,-7.0
20050,0.0
20051,0.0
20052,-10.0
20053,4.0
20054,15.0
20055,2.0
20056,-5.0
20057,8.0
20058,9.0
20059,2.75
20060,5.0
20061,6.0
20062,-7.0
20063,3.0
20064,3.0
20065,1.0
20066,8.0
20067,13.75
20068,8.0
20069,7.0
20070,12.0
20071,-2.0
20072,-1.0
20073,10.0
20074,6.0
20075,14.0
20076,-3.0
20077,7.0
20078,0.0
20079,18.0
20080,-5.0
20081,7.0
20082,-2.0
20083,12.0
20084,8.5
20085,7.0
20086,1.0
20087,6.0
20088,-9.0
20089,11.0
20090,5.0
20091,5.0
20092,12.0
20093,2.0
20094,8.0
20095,4.0
20096,4.0
20097,11.75
20098,-3.0
20099,2.0
20100,11.0
20101,-1.0
20102,7.75
20103,12.0
20104,-2.0
20105,7.0
20106,8.0
20107,0.0
20108,10.0
20109,8.0
20110,10.0
20111,14.0
20112,13.0
20113,3.0
20114,9.25
20115,-21.75
20116,-2.0
20117,-6.5
20118,13.0
20119,10.0
20120,1.0
20121,-9.0
20122,17.0
20123,7.0
20124,8.0
20125,20.0
20126,13.0
20127,4.0
20128,8.75
20129,-5.0
20130,5.25
20131,10.5
20132,5.25
20133,12.0
20134,-7.0
20135,5.0
20136,11.0
20137,13.0
20138,-8.75
20139,15.0
20140,5.0
20141,17.0
20142,5.0
20143,1.0
20144,8.0
20145,11.0
20146,4.0
20147,-2.0
20148,-4.0
20149,6.75
20150,-13.0
20151,1.0
20152,-5.75
20153,-4.0
20154,6.0
20155,9.0
20156,-1.0
20157,7.0
20158,8.0
20159,-1.0
20160,1.0
20161,-1.25
20162,7.0
20163,11.0
20164,1.75
20165,12.0
20166,-6.0
20167,5.0
20168,-6.0
20169,3.0
20170,0.0
20171,4.0
20172,3.0
20173,-8.5
20174,8.0
20175,16.0
20176,10.0
20177,-3.0
20178,4.0
20179,-11.0
20180,-2.0
20181,5.0
20182,5.0
20183,-3.0
20184,13.0
20185,14.0
20186,1.0
20187,14.0
20188,6.0
20189,17.0
20190,0.0
20191,3.0
20192,9.0
20193,-4.0
20194,-10.0
20195,-2.0
20196,11.0
20197,11.0
20198,-9.25
20199,13.0
20200,13.0
20201,13.0
20202,6.0
20203,11.0
20204,-0.5
20205,12.0
20206,11.0
20207,-8.75
20208,-17.75
20209,6.0
20210,11.0
20211,12.0
20212,17.0
20213,0.0
20214,6.0
20215,10.0
20216,11.0
20217,10.0
20218,0.0
20219,10.0
20220,-8.0
20221,4.75
20222,5.75
20223,5.0
20224,0.0
20225,10.0
20226,8.0
20227,8.0
20228,16.0
20229,11.0
20230,3.75
20231,-4.0
20232,16.0
20233,5.0
20234,9.75
20235,-12.0
20236,-21.75
20237,7.0
20238,2.0
20239,11.0
20240,12.0
20241,-1.25
20242,4.0
20243,5.0
20244,-8.75
20245,9.0
20246,15.0
20247,5.0
20248,4.25
20249,5.0
20250,6.25
20251,2.75
20252,17.0
20253,2.0
20254,-10.0
20255,8.0
20256,3.0
20257,3.0
20258,11.0
20259,3.0
20260,0.0
20261,3.0
20262,5.0
20263,7.0
20264,12.0
20265,20.0
20266,0.0
20267,7.0
20268,3.75
20269,10.0
20270,11.75
20271,18.0
20272,8.0
20273,-8.75
20274,2.0
20275,10.75
20276,5.0
20277,9.0
20278,16.0
20279,14.0
20280,10.0
20281,14.75
20282,3.0
20283,3.0
20284,4.75
20285,-11.0
20286,11.25
20287,5.0
20288,3.75
20289,18.0
20290,7.75
20291,14.0
20292,2.25
20293,16.0
20294,15.0
20295,12.75
20296,2.0
20297,2.0
20298,12.0
20299,-14.0
20300,5.0
20301,18.0
20302,4.0
20303,12.0
20304,10.0
20305,-4.0
20306,6.0
20307,10.0
20308,14.0
20309,-3.25
20310,12.0
20311,1.0
20312,3.0
20313,0.0
20314,-3.0
20315,11.0
20316,3.0
20317,17.0
20318,4.0
20319,7.0
20320,5.0
20321,9.0
20322,-5.0
20323,15.0
20324,-8.0
20325,4.0
20326,3.0
20327,4.0
20328,3.0
20329,4.0
20330,10.0
20331,-2.0
20332,-3.0
20333,4.0
20334,5.0
20335,3.0
20336,4.0
20337,9.0
20338,-1.5
20339,2.0
20340,1.0
20341,4.75
20342,-4.0
20343,5.0
20344,16.0
20345,-19.0
20346,11.0
20347,0.0
20348,-0.5
20349,-6.25
20350,-4.0
20351,7.0
20352,8.0
20353,1.0
20354,8.0
20355,5.0
20356,19.0
20357,11.75
20358,-4.0
20359,8.0
20360,5.0
20361,-1.0
20362,3.0
20363,16.0
20364,8.0
20365,4.0
20366,11.5
20367,6.0
20368,9.0
20369,0.75
20370,-10.0
20371,13.75
20372,0.0
20373,7.0
20374,-1.0
20375,5.75
20376,9.0
20377,8.0
20378,2.0
20379,2.0
20380,4.25
20381,12.0
20382,10.0
20383,4.0
20384,14.0
20385,17.0
20386,-2.0
20387,5.0
20388,8.0
20389,3.0
20390,6.0
20391,-4.0
20392,8.0
20393,15.0
20394,9.0
20395,12.0
20396,3.75
20397,14.0
20398,3.0
20399,3.0
20400,-5.0
20401,17.0
20402,7.0
20403,-5.0
20404,1.0
20405,8.0
20406,7.0
20407,5.0
20408,17.0
20409,8.0
20410,7.75
20411,-3.0
20412,4.75
20413,4.0
20414,0.75
20415,3.0
20416,-4.25
20417,16.0
20418,6.0
20419,9.0
20420,7.0
20421,2.0
20422,0.0
20423,1.0
20424,4.0
20425,11.0
20426,-2.0
20427,-3.0
20428,-3.75
20429,8.0
20430,11.0
20431,0.0
20432,14.0
20433,2.0
20434,15.0
20435,4.0
20436,-7.0
20437,13.0
20438,7.0
20439,0.0
20440,-9.75
20441,7.25
20442,5.0
20443,7.75
20444,11.0
20445,5.75
20446,3.0
20447,-2.0
20448,-2.0
20449,12.0
20450,13.75
20451,13.0
20452,12.0
20453,-7.0
20454,5.0
20455,7.0
20456,8.0
20457,9.0
20458,-2.0
20459,12.0
20460,10.0
20461,5.25
20462,11.5
20463,16.0
20464,18.0
20465,-1.0
20466,9.0
20467,-6.0
20468,-6.25
20469,0.0
20470,10.0
20471,14.0
20472,3.0
20473,4.0
20474,12.75
20475,10.0
20476,9.0
20477,-4.0
20478,8.0
20479,14.75
20480,13.0
20481,-4.0
20482,11.0
20483,-6.0
20484,14.0
20485,18.0
20486,1.0
20487,9.0
20488,13.0
20489,9.0
20490,9.0
20491,2.75
20492,9.75
20493,0.0
20494,-1.0
20495,4.0
20496,0.0
20497,-10.0
20498,10.0
20499,3.0
20500,4.0
20501,15.5
20502,17.0
20503,-3.0
20504,13.0
20505,10.75
20506,3.5
20507,13.0
20508,17.0
20509,9.0
20510,1.0
20511,-2.0
20512,-10.25
20513,14.75
20514,-1.0
20515,-1.0
20516,6.0
20517,12.0
20518,8.0
20519,0.75
20520,4.75
20521,-3.25
20522,-6.0
20523,-9.0
