,SCHID,AGEC_NEW,SCHTREAT_(0) Control school (no Roots meetings 2012-2013),SCHTREAT_(1) Treatment school (Roots meetings 2012-2013),GENDER_(0) Girl,GENDER_(1) Boy,GR_(0) 5th grade,GR_(1) 6th grade,GR_(2) 7th grade,GR_(3) 8th grade,COLL_(0) No,COLL_(1) Yes,COLL_(2) Maybe,COLL_(3) Don't know,CELL_(0) No cell phone,CELL_(1) Cell phone without Internet,CELL_(2) Cell phone with Internet,FSCH_(0) Do not go to this school,FSCH_(1) Do go to this school,TREAT_(0) Not treatment or control,TREAT_(1) Treatment,TREAT_(2) Control,Composite_Conflict_Score
13319,32,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
11737,28,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
13256,32,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
10954,26,12.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
12505,30,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
1432,6,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
8999,23,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
9893,24,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
22093,56,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
310,2,9.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,-8.0
19840,50,10.0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,
10623,25,13.0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,
2494,8,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
20024,51,11.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
6914,20,10.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
20020,51,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
14881,36,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
785,2,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,4.0
17916,44,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
7189,20,11.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
10366,25,11.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
18882,47,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
15025,36,12.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,
11635,28,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
15278,36,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
2041,7,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1.0
3574,11,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
5467,17,11.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,
19202,48,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
18999,47,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
23330,59,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
3550,11,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
11832,29,11.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
22024,56,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,
7846,22,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,
19234,48,12.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,
6058,18,13.0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,
23683,59,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8542,23,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,
13143,32,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
21273,53,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,
8520,23,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
21758,56,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
13527,33,10.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,
16873,41,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,
23432,59,13.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
21997,56,11.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
11400,27,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4075,12,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
9145,23,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,
11904,29,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
19561,49,11.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
12452,30,13.0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
3635,11,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,
4702,13,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
19795,49,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23478,59,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
14893,36,11.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,
13130,32,11.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
5429,17,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
19614,49,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,
22262,56,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
23696,59,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
23056,58,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,
13392,32,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,
465,2,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5.75
10657,25,13.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,
301,2,,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,-1.0
10281,25,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
8845,23,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
21998,56,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
14588,35,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
12615,30,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,
4800,13,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,
11295,27,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
7425,21,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
18290,45,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
10744,25,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
17720,42,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,
6566,19,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
21916,56,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
14945,36,13.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
21884,56,,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,
4219,12,12.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,
22685,58,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
5262,16,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
1210,6,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,9.0
21692,56,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
22254,56,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
17486,42,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
4872,14,12.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
13055,32,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,
14688,35,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
13429,32,14.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
6609,19,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,
5353,16,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,
6999,20,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,
15030,36,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
11418,28,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,
19358,48,14.0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,
17738,42,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
23868,60,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
20808,53,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
7764,22,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
3794,11,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
17561,42,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
21665,56,12.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
5103,15,12.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
8631,23,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
24221,60,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
10108,25,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
17365,42,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
7440,21,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
6351,19,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
16760,40,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5150,15,13.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
18477,45,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,
6513,19,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
15659,38,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
23113,58,13.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,
2815,9,11.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,
20179,51,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
693,2,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,-13.0
11110,26,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
7340,21,11.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
21246,53,12.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
14026,34,10.0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,
2212,8,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,-3.75
21428,55,10.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
19810,50,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18281,45,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,
22987,58,13.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,
15427,37,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17395,42,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
21695,56,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
13394,32,,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
18368,45,12.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,
8026,22,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
16228,39,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
4917,14,12.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
16521,39,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
6286,19,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
5799,18,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
17705,42,14.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
24373,60,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,
18760,46,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9779,24,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
1050,5,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,11.0
6944,20,10.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,
16718,40,11.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
22985,58,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
21224,53,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
24374,60,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,
2379,8,12.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,10.0
2367,8,11.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,10.0
10999,26,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
19139,48,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
10017,24,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
390,2,11.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,9.0
11341,27,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
1098,6,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,6.0
13835,34,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
4196,12,12.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
20919,53,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23031,58,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
18184,45,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
19413,49,13.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,
6334,19,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
5964,18,11.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,
12980,31,12.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
9204,23,14.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
18497,45,14.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,
10172,25,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
2667,8,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,
14851,36,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
13314,32,13.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,
7068,20,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
13880,34,10.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
19736,49,14.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
19894,50,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,
7101,20,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
6532,19,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
23124,58,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
14766,36,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,
15641,38,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
21854,56,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,
21906,56,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
23529,59,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
23034,58,13.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,
12409,30,12.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,
1712,7,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,-8.0
844,3,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,-8.25
22652,58,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
9297,24,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
19450,49,11.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
17904,43,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3258,10,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,
7041,20,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,
14597,35,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,
12665,31,10.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
13239,32,12.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,
20591,53,10.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,
17599,42,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
8283,22,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
11643,28,13.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
18457,45,14.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,
18587,45,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10519,25,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
20231,51,12.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,
21343,53,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
21208,53,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
5690,17,12.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,
22796,58,12.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,
6778,20,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
2977,9,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
12323,30,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
9843,24,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
2997,9,,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
18629,46,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,
179,1,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,7.0
19037,47,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
4138,12,11.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,
6455,19,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
13918,34,10.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
5199,16,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,
19463,49,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16820,40,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
802,2,13.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,5.0
8693,23,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,
23292,59,11.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
6260,19,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
10472,25,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,
20101,51,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,
5172,16,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
9690,24,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
15481,37,12.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
4624,13,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7212,20,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
10562,25,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
1124,6,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,2.75
5879,18,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
18478,45,14.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,
21365,53,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
2514,8,11.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,
14109,34,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
13948,34,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
8127,22,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
19868,50,11.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,
13610,33,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,
1833,7,12.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,2.0
6137,18,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,
11314,27,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
404,2,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,-2.0
17404,42,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15192,36,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
4863,14,12.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,
7145,20,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
5573,17,11.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,
11570,28,12.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,
13572,33,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,
15812,38,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
7449,21,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,
14266,34,10.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,
14774,36,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
6741,20,10.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,
1427,6,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-2.0
8395,22,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,
20040,51,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
14310,34,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,
21615,56,11.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
17254,41,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
21381,53,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
